autoscaler: 2025/04/23 22:54:21 🧵 Auto‑scaler initialized
autoscaler: 2025/04/23 22:58:00 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:00 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:01 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:01 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:01 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:01 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:02 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:02 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:02 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:02 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:03 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:03 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:03 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:03 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:04 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:04 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:04 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:04 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:05 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:05 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:05 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:05 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:06 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:06 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:06 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:06 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:07 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:07 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:07 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:07 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:08 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:08 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:08 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:08 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:09 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:09 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:09 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:09 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:10 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:10 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:10 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:10 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:11 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:11 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:11 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:11 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:12 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:12 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:12 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:12 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:13 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:13 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:13 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:13 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:14 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:14 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:14 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:14 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:15 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:15 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:15 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:15 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:16 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:16 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:16 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:16 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:17 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:17 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:17 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:17 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:18 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:18 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:18 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:18 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:19 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:19 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:19 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:19 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:20 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:20 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:20 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:20 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:21 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:21 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:21 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:21 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:22 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:22 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:22 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:22 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:23 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:23 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:23 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:23 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:24 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:24 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:24 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:24 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:25 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:25 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:25 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:25 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:26 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:26 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:26 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:26 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:27 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:27 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:27 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:27 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:28 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:28 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:28 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:28 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:29 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:29 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:29 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:29 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:30 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:30 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:30 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:30 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:31 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:31 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:31 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:31 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:32 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:32 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:32 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:32 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:33 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:33 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:33 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:33 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:34 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:34 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:34 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:34 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:35 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:35 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:35 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:35 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:36 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:36 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:36 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:36 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:37 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:37 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:37 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:37 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:38 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:38 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:38 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:38 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:39 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:39 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:39 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:39 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:40 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:40 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:40 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:40 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:41 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:41 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:41 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:41 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:42 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:42 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:42 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:42 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:43 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:43 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:43 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:43 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:44 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:44 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:44 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:44 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:45 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:45 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:45 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:45 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:46 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:46 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:46 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:46 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:47 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:47 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:47 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:47 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:48 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:48 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:48 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:48 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:49 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:49 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:49 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:49 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:50 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:50 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:50 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:50 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:51 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:51 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:51 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:51 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:52 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:52 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:52 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:52 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:53 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:53 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:53 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:53 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:54 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:54 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:54 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:54 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:55 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:55 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:55 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:55 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:56 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:56 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:56 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:56 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:57 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:57 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:57 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:57 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:58 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:58 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:58 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:58 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:59 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:59 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:59 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:59 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:00 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:00 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:00 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:00 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:01 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:01 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:01 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:01 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:02 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:02 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:02 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:02 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:03 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:03 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:03 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:03 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:04 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:04 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:04 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:04 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:05 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:05 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:05 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:05 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:06 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:06 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:06 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:06 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:07 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:07 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:07 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:07 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:08 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:08 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:08 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:08 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:09 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:09 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:09 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:09 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:10 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:10 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:10 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:10 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:11 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:11 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:11 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:11 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:12 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:12 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:12 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:59:12 ℹ️ [task_shard_3] depth=0 liveWorkers=4
